harvest,season,date,location,point,disturb,slash,fern,herb,native_cov,native_spp,invasive_cov,invasive_spp,mid_cov,mid_spp,upper_cov,upper_spp,vine_cov,vine_spp,baf,oakhick,beech,maple,birch,hdwd,conifer,comm_sdl,comments
rectangle2,2021,2022.01.12,c,440,a,p,p,h,m,915,a,NA,a,NA,l,318,a,NA,10,0,0,4,0,0,0,2,NA
rectangle3,2021,2022.01.12,c,417,l,m,p,h,l,915,a,NA,a,NA,l,407,a,NA,10,1,0,1,0,1,0,1,NA
rectangle3,2021,2022.01.12,c,418,l,m,p,h,p,915,a,NA,a,NA,m,318,a,NA,10,3,0,2,0,0,0,2,NA
rectangle3,2021,2022.01.13,c,419,a,m,m,h,p,915,p,535,p,701,h,833,a,NA,10,3,0,2,0,0,0,2,NA
rectangle3,2021,2022.01.13,c,420,m,l,p,h,p,915,a,NA,a,NA,m,318,a,NA,10,0,0,1,0,2,0,2,NA
rectangle3,2021,2022.01.13,c,421,m,p,p,h,p,915,a,NA,a,NA,m,318,a,NA,10,0,0,2,0,1,0,1,NA
rectangle3,2021,2022.01.13,c,422,l,p,l,h,p,915,a,NA,a,NA,m,951,a,NA,10,1,0,2,0,1,0,1,NA
rectangle3,2021,2022.01.13,c,423,a,m,p,m,p,915,a,NA,a,NA,m,316,a,NA,10,3,0,3,0,0,0,NA,NA
rectangle3,2021,2022.01.13,c,424,p,p,h,h,p,915,a,NA,a,NA,h,318,a,NA,10,2,0,3,0,1,0,2,NA
rectangle4,2021,2022.01.13,c,425,p,m,p,h,p,915,a,NA,p,701,m,318,a,NA,10,3,0,2,0,1,0,1,NA
rectangle4,2021,2022.01.13,c,426,a,m,a,h,a,NA,p,905,p,701,l,407,a,NA,10,3,0,2,0,1,0,NA,NA
rectangle4,2021,2022.01.13,c,427,a,m,p,h,a,NA,p,535,a,NA,h,833,a,NA,10,4,0,1,0,1,0,2,NA
rectangle4,2021,2022.01.13,c,428,h,m,p,h,p,915,a,NA,p,701,m,402,a,NA,10,5,0,1,0,0,0,1,NA
rectangle4,2021,2022.01.13,c,429,m,m,a,m,p,915,a,NA,p,531,m,318,a,NA,10,2,0,3,0,1,0,NA,NA
rectangle4,2021,2022.01.16,c,430,p,p,l,m,p,915,a,NA,l,701,h,318,a,NA,10,1,0,4,0,1,0,2,NA
rectangle4,2021,2022.01.16,c,431,l,l,p,m,p,915,a,NA,m,531,l,318,a,NA,10,3,1,2,0,0,0,1,NA
rectangle4,2021,2022.01.16,c,432,p,l,p,m,p,915,a,NA,a,318,m,NA,a,NA,10,4,0,5,0,0,0,1,NA
redpine,2021,2022.07.21,c,746,m,l,l,h,l,915,a,NA,l,531,m,316,a,NA,10,4,0,0,0,0,0,2,NA
redpine,2021,2022.07.21,c,747,m,p,m,h,l,915,a,NA,l,316,p,832,a,NA,10,3,0,0,0,0,0,3,NA
redpine,2021,2022.07.21,c,748,m,p,m,h,l,915,a,NA,p,261,p,261,a,NA,10,5,0,0,0,0,1,1,NA
redpine,2021,2022.07.21,c,750,l,l,l,h,p,915,a,NA,p,261,l,833,a,NA,10,3,0,0,0,0,1,1,NA
redpine,2021,2022.07.21,c,751,m,l,l,h,l,915,a,NA,m,531,m,832,a,NA,10,3,0,0,0,0,0,3,NA
redpine,2021,2022.07.22,c,752,m,p,p,m,l,915,a,NA,l,375,a,NA,a,NA,10,0,0,0,0,0,0,1,NA
redpine,2021,2022.07.22,c,753,l,m,l,l,l,915,a,NA,l,375,a,NA,a,NA,10,0,0,0,0,0,0,NA,NA
redpine,2021,2022.07.22,c,754,l,m,l,m,m,915,a,NA,p,832,a,NA,a,NA,10,0,0,0,0,0,0,1,NA
redpine,2021,2022.07.22,c,755,l,l,p,m,h,915,a,NA,l,372,a,NA,a,NA,10,0,0,0,0,0,0,1,NA
redpine,2021,2022.07.22,c,756,l,m,a,l,h,915,a,NA,l,761,a,NA,a,NA,10,0,0,0,0,0,0,1,NA
redpine,2021,2022.07.22,c,757,m,m,p,h,m,915,p,535,p,743,a,NA,a,NA,10,0,0,0,0,0,0,1,NA
redpine,2021,2022.07.22,c,758,p,m,l,m,m,915,a,NA,l,531,p,832,a,NA,10,3,0,0,0,0,0,1,NA
redpine,2021,2022.07.22,c,759,p,l,l,m,l,915,a,NA,l,372,m,833,p,viti,10,4,0,0,0,0,0,2,NA
redpine,2021,2022.07.22,c,760,p,m,l,m,m,915,a,NA,m,743,l,833,p,viti,10,1,0,1,0,0,0,2,NA
redpine,2021,2022.07.22,c,761,a,m,l,h,m,915,p,635,m,743,l,372,a,NA,10,0,0,0,1,0,0,NA,NA
redpine,2021,2022.07.22,c,762,p,l,l,h,h,915,p,635,m,743,a,NA,a,NA,10,0,0,0,0,0,0,1,NA
redpine,2021,2022.07.22,c,766,p,l,l,h,h,915,a,NA,m,743,a,NA,a,NA,10,1,0,0,0,0,0,1,NA
redpine,2021,2022.07.22,c,763,a,l,l,h,m,915,p,635,l,531,p,832,a,NA,10,3,0,0,0,0,0,1,NA
redpine,2021,2022.07.22,c,764,a,m,l,l,l,915,a,NA,l,372,l,129,a,NA,10,1,0,0,0,0,1,1,NA
redpine,2021,2022.07.22,c,765,l,m,a,m,l,915,a,NA,m,531,l,129,a,NA,10,1,0,0,0,0,2,2,NA
redpine,2021,2022.07.25,c,768,a,p,l,h,l,786,p,635,l,833,m,833,a,NA,10,3,0,0,0,0,0,3,NA
redpine,2021,2022.07.25,c,770,a,l,h,h,l,915,a,NA,l,743,p,743,p,viti,10,0,0,0,0,0,0,2,NA
redpine,2021,2022.07.25,c,767,p,l,h,h,l,915,a,NA,l,316,p,316,p,lath,10,0,0,1,0,0,1,3,NA
redpine,2021,2022.07.25,c,769,p,p,m,h,m,915,a,NA,p,833,p,833,p,lath,10,2,0,0,0,0,0,2,NA
redpine,2021,2022.07.25,c,771,l,m,p,m,h,915,a,NA,l,833,p,833,p,viti,10,1,0,0,0,0,0,3,NA
redpine,2021,2022.07.25,c,772,m,m,a,m,l,915,p,535,l,833,l,833,a,NA,10,1,0,0,0,0,0,3,NA
redpine,2021,2022.07.25,c,773,l,l,a,h,m,786,l,535,l,833,l,833,p,viti,10,1,0,0,0,0,1,2,NA
redpine,2021,2022.07.25,c,774,p,p,a,h,p,915,l,535,l,129,l,129,p,viti,10,0,0,0,0,0,1,1,NA
redpine,2021,2022.07.25,c,775,p,p,a,h,l,915,l,635,p,129,p,129,l,viti,10,0,0,0,0,0,2,2,NA
redpine,2021,2022.07.25,c,768,a,p,l,h,l,786,p,635,l,129,m,833,a,NA,10,3,0,0,0,0,0,3,NA
redpine,2021,2022.07.25,c,770,a,l,h,h,l,915,a,NA,l,316,p,743,p,viti,10,0,0,0,0,0,0,2,NA
redpine,2021,2022.07.25,c,767,p,l,h,h,l,915,a,NA,l,129,p,316,p,lath,10,0,0,1,0,0,1,3,NA
redpine,2021,2022.07.25,c,769,p,p,m,h,m,915,a,NA,p,316,p,833,p,lath,10,2,0,0,0,0,0,2,NA
redpine,2021,2022.07.25,c,771,l,m,p,m,h,815,a,NA,l,129,p,833,p,viti,10,1,0,0,0,0,0,3,NA
redpine,2021,2022.07.25,c,772,m,m,a,m,l,915,p,535,l,129,l,833,a,NA,10,1,0,0,0,0,0,3,NA
redpine,2021,2022.07.25,c,773,l,l,a,h,m,786,l,535,l,316,l,833,p,viti,10,1,0,0,0,0,1,2,NA
redpine,2021,2022.07.25,c,774,p,p,a,h,p,915,l,535,l,316,l,129,p,viti,10,0,0,0,0,0,1,1,NA
redpine,2021,2022.07.25,c,775,p,p,a,h,l,915,l,635,l,129,p,129,l,viti,10,0,0,0,0,0,2,2,NA
stationrd,2021,2022.06.27,c,392,a,p,p,h,h,915,l,635,l,743,m,316,a,NA,10,0,0,2,1,0,0,2,NA
stationrd,2021,2022.06.27,c,386,p,p,m,m,m,915,a,NA,l,372,a,NA,p,viti,10,0,0,1,0,0,0,2,NA
stationrd,2021,2022.06.27,c,387,a,l,l,m,m,915,a,NA,p,761,l,372,a,NA,10,0,0,2,1,0,0,3,NA
stationrd,2021,2022.06.27,c,388,a,m,l,h,h,915,p,905,p,372,p,316,a,NA,10,0,0,1,0,0,0,1,NA
stationrd,2021,2022.06.27,c,389,a,m,p,h,h,915,p,635,p,372,a,NA,p,viti,10,0,0,0,0,0,0,2,NA
stationrd,2021,2022.06.27,c,390,a,p,l,h,h,915,a,NA,p,351,a,NA,a,NA,10,0,1,0,0,0,0,2,NA
stationrd,2021,2022.06.27,c,391,a,p,p,l,h,915,p,635,l,316,m,316,a,NA,10,0,0,2,0,1,0,3,NA
stationrd,2021,2022.06.27,c,393,a,m,p,h,h,915,a,NA,l,315,l,316,a,NA,10,0,0,1,0,1,0,2,NA
stationrd,2021,2022.06.27,c,713,p,m,l,l,h,915,a,NA,l,318,h,318,a,NA,10,0,0,5,0,0,0,4,NA
stationrd,2021,2022.06.27,c,710,a,l,l,m,h,915,a,NA,p,372,h,318,l,viti,10,0,0,4,0,0,0,2,NA
stationrd,2021,2022.06.27,c,711,p,l,l,h,h,915,a,NA,l,926,m,316,a,NA,10,0,0,4,0,0,0,3,NA
stationrd,2021,2022.06.27,c,712,a,l,p,h,h,915,a,NA,m,926,m,318,a,NA,10,0,0,7,0,0,0,1,NA
stationrd,2021,2022.06.27,c,701,a,m,p,h,h,915,a,NA,p,531,m,318,a,NA,10,0,2,5,0,0,0,1,NA
stationrd,2021,2022.06.27,c,702,a,l,l,h,h,915,a,NA,p,372,l,318,a,NA,10,0,0,4,0,0,0,3,NA
stationrd,2021,2022.06.27,c,703,a,l,m,h,h,915,a,NA,l,372,l,318,m,gaap,10,0,0,3,0,0,0,1,NA
stationrd,2021,2022.06.27,c,400,a,m,m,m,h,915,a,NA,p,372,m,316,a,NA,10,0,0,5,0,0,0,1,NA
stationrd,2021,2022.06.27,c,399,a,h,l,m,h,915,a,NA,p,531,m,316,p,gaap,10,0,0,4,1,0,0,4,NA
stationrd,2021,2022.06.27,c,704,a,m,m,l,h,915,a,NA,p,541,l,318,a,NA,10,0,0,5,0,0,0,1,NA
stationrd,2021,2022.06.28,c,709,a,a,h,l,l,915,l,635,l,531,h,316,a,NA,10,0,0,5,0,0,0,1,NA
stationrd,2021,2022.06.28,c,394,l,l,l,m,m,915,a,NA,p,372,h,318,a,NA,10,0,0,5,0,0,0,2,NA
stationrd,2021,2022.06.28,c,708,l,p,l,m,h,915,a,NA,p,531,m,318,a,NA,10,0,0,3,0,0,0,3,NA
stationrd,2021,2022.06.28,c,395,a,l,m,h,h,915,l,635,p,541,p,318,a,NA,10,0,0,1,0,0,0,2,NA
stationrd,2021,2022.06.28,c,707,a,m,m,m,h,915,a,NA,p,372,l,318,a,NA,10,0,0,5,0,0,0,1,NA
stationrd,2021,2022.06.28,c,396,a,l,p,m,h,915,a,NA,l,372,a,NA,p,viti,10,0,0,2,0,0,0,NA,NA
stationrd,2021,2022.06.28,c,706,a,l,p,m,h,915,a,NA,l,761,a,NA,a,NA,10,0,0,2,0,0,0,1,NA
stationrd,2021,2022.06.28,c,397,a,m,p,p,h,915,p,368,l,926,l,318,p,viti,10,0,0,4,0,0,0,NA,NA
stationrd,2021,2022.06.28,c,705,a,l,m,m,h,915,a,NA,p,372,a,NA,p,gaap,10,0,0,1,0,0,0,1,NA
stationrd,2021,2022.06.28,c,398,a,l,l,l,h,915,a,NA,p,531,p,318,a,NA,10,0,0,4,0,0,0,NA,NA
stationrd,2021,2022.06.28,c,946,l,a,m,h,p,915,l,635,m,372,m,318,a,NA,10,0,0,3,0,2,0,NA,NA
stationrd,2021,2022.06.28,c,947,m,a,m,h,p,915,p,635,l,315,m,951,a,NA,10,0,0,3,0,2,0,2,NA
stationrd,2021,2022.06.28,c,948,p,a,m,h,l,915,p,635,m,372,m,318,p,gaap,10,0,0,4,0,1,0,4,NA
stationrd,2021,2022.06.28,c,949,a,p,h,h,h,915,p,635,m,372,m,318,a,NA,10,0,0,3,0,0,0,4,NA
stationrd,2021,2022.06.28,c,384,p,a,l,h,p,915,l,635,p,701,p,318,a,NA,10,0,0,4,0,1,0,1,NA
stationrd,2021,2022.06.28,c,385,l,l,p,h,l,915,l,635,l,531,h,316,a,NA,10,0,0,3,0,1,0,2,NA
