harvest,season,date,point,disturb,slash,fern,herb,low_cov,low_spp,inv_cov,invasive_spp,mid_cov,mid_spp,upper_cov,upper_spp,vine_cov,vine_spp,baf,oakhick,beech,maple,birch,hdwd,conifer,ba,comm_sdl,spp,origin,native_cov,native_spp,invasive_cov,location,TRMT,first,year,numb_yrs_grow
sta_rd,2020,2021.06.24,708,l,p,l,m,NA,NA,NA,NA,a,NA,m,318,a,NA,10,0,0,3,0,0,0,NA,3,004,s,m,rubu,a,control,outside,2018,2020,3
sta_rd,2021,2021.06.24,708,l,p,l,m,NA,NA,NA,NA,a,NA,m,318,a,NA,10,0,0,3,0,0,0,NA,3,004,s,m,rubu,a,control,outside,2018,2021,4
sta_rd,2022,2022.11.14,708,NA,NA,l,h,NA,NA,NA,NA,l,372,m,318,a,NA,10,NA,NA,NA,NA,NA,NA,NA,2,004,s,h,915,a,control,outside,2018,2022,5
sta_rd,2019,2020.07.07,709,a,p,h,l,l,rubu,p,loni,l,531,h,318,a,NA,10,NA,NA,7,NA,NA,NA,70,1,004,s,NA,NA,NA,control,outside,2018,2019,2
sta_rd,2020,2021.06.24,709,a,p,h,l,NA,NA,NA,635,p,372,h,318,a,NA,10,0,0,6,0,0,0,NA,1,004,s,l,rubu,p,control,outside,2018,2020,3
sta_rd,2021,2021.06.24,709,a,p,h,l,NA,NA,NA,635,p,372,h,318,a,NA,10,0,0,6,0,0,0,NA,1,004,s,l,rubu,p,control,outside,2018,2021,4
sta_rd,2022,2022.11.14,709,NA,NA,h,h,NA,NA,NA,635,l,372,h,318,a,NA,10,NA,NA,NA,NA,NA,NA,NA,0,004,s,l,915,p,control,outside,2018,2022,5
sta_rd,2019,2020.07.09,710,p,m,l,l,m,rubu,a,NA,l,samb,h,318,a,NA,10,NA,NA,4,NA,NA,NA,40,75,004,s,NA,NA,NA,control,outside,2018,2019,2
sta_rd,2020,2021.06.25,710,a,l,l,l,NA,NA,NA,NA,l,927,h,318,p,999,10,0,0,3,0,0,0,NA,2,004,s,h,rubu,a,control,outside,2018,2020,3
sta_rd,2021,2021.06.25,710,a,l,l,l,NA,NA,NA,NA,l,927,h,318,p,999,10,0,0,3,0,0,0,NA,2,004,s,h,rubu,a,control,outside,2018,2021,4
sta_rd,2022,2022.11.10,710,NA,NA,l,h,NA,NA,NA,NA,m,926,h,318,a,NA,10,NA,NA,NA,NA,NA,NA,NA,1,004,s,h,915,a,control,outside,2018,2022,5
sta_rd,2019,2020.07.09,711,l,l,l,l,h,samb,a,NA,p,samb,m,318,a,NA,10,NA,NA,6,NA,NA,NA,60,50,004,s,NA,NA,NA,control,outside,2018,2019,2
sta_rd,2020,2021.06.25,711,l,p,p,m,NA,NA,NA,NA,l,927,m,318,a,NA,10,0,0,5,0,0,0,NA,2,004,s,h,rubu,a,control,outside,2018,2020,3
sta_rd,2021,2021.06.25,711,l,p,p,m,NA,NA,NA,NA,l,927,m,318,a,NA,10,0,0,5,0,0,0,NA,2,004,s,h,rubu,a,control,outside,2018,2021,4
sta_rd,2022,2022.11.10,711,NA,NA,l,h,NA,NA,NA,NA,m,926,l,318,a,NA,10,NA,NA,NA,NA,NA,NA,NA,1,004,s,h,915,a,control,outside,2018,2022,5
sta_rd,2019,2020.07.09,712,a,l,p,l,h,samb,a,NA,m,samb,m,318,a,NA,10,NA,NA,7,NA,NA,NA,70,1,004,s,NA,NA,NA,control,outside,2018,2019,2
sta_rd,2020,2021.06.25,712,a,l,p,m,NA,NA,NA,NA,m,927,m,316,a,NA,10,0,0,7,0,0,0,NA,1,004,s,h,rubu,a,control,outside,2018,2020,3
sta_rd,2021,2021.06.25,712,a,l,p,m,NA,NA,NA,NA,m,927,m,316,a,NA,10,0,0,7,0,0,0,NA,1,004,s,h,rubu,a,control,outside,2018,2021,4
sta_rd,2022,2022.11.10,712,NA,NA,l,m,NA,NA,NA,NA,m,926,l,318,a,NA,10,NA,NA,NA,NA,NA,NA,NA,1,004,s,m,915,a,control,outside,2018,2022,5
sta_rd,2019,2020.07.09,713,p,h,l,l,m,samb,a,NA,l,318,h,318,a,NA,10,NA,NA,6,NA,NA,NA,60,50,004,s,NA,NA,NA,control,outside,2018,2019,2
sta_rd,2020,2021.06.25,713,a,m,l,l,NA,NA,NA,NA,l,927,m,318,a,NA,10,0,0,5,0,0,0,NA,4,004,s,h,rubu,a,control,outside,2018,2020,3
sta_rd,2021,2021.06.25,713,a,m,l,l,NA,NA,NA,NA,l,927,m,318,a,NA,10,0,0,5,0,0,0,NA,4,004,s,h,rubu,a,control,outside,2018,2021,4
sta_rd,2022,2022.11.10,713,NA,NA,m,h,NA,NA,NA,NA,p,531,h,318,a,NA,10,NA,NA,NA,NA,NA,NA,NA,2,004,s,h,915,a,control,outside,2018,2022,5
sta_rd,2019,2020.07.06,946,m,p,l,h,l,rubu,l,loni,l,372,m,318,a,NA,10,NA,NA,3,NA,2,NA,50,1,004,s,NA,NA,NA,control,outside,2018,2019,2
sta_rd,2020,2021.06.23,946,p,a,l,h,NA,NA,NA,635,l,315,l,318,a,NA,10,0,0,2,0,1,0,NA,1,004,s,p,rubu,l,control,outside,2018,2020,3
sta_rd,2021,2021.06.23,946,p,a,l,h,NA,NA,NA,635,l,315,l,318,a,NA,10,0,0,2,0,1,0,NA,1,004,s,p,rubu,l,control,outside,2018,2021,4
sta_rd,2022,2022.11.14,946,NA,NA,h,h,NA,NA,NA,635,l,372,l,318,a,NA,10,NA,NA,NA,NA,NA,NA,NA,0,004,s,p,915,l,control,outside,2018,2022,5
sta_rd,2019,2020.07.06,947,m,a,m,h,p,rubu,p,loni,l,315,h,951,a,NA,10,NA,NA,4,NA,2,NA,60,25,004,s,NA,NA,NA,control,outside,2018,2019,2
sta_rd,2020,2021.06.23,947,m,a,m,h,NA,NA,NA,635,p,531,h,951,a,NA,10,0,0,4,0,2,0,NA,3,004,s,p,rubu,p,control,outside,2018,2020,3
sta_rd,2021,2021.06.23,947,m,a,m,h,NA,NA,NA,635,p,531,h,951,a,NA,10,0,0,4,0,2,0,NA,3,004,s,p,rubu,p,control,outside,2018,2021,4
sta_rd,2022,2022.11.14,947,NA,NA,m,h,NA,NA,NA,635,l,531,m,951,a,NA,10,NA,NA,NA,NA,NA,NA,NA,2,004,s,p,915,p,control,outside,2018,2022,5
sta_rd,2019,2020.07.06,948,a,a,l,m,m,rubu,p,loni,m,315,m,318,a,NA,10,NA,NA,4,NA,1,NA,50,75,004,s,NA,NA,NA,control,outside,2018,2019,2
sta_rd,2020,2021.06.23,948,l,a,m,h,NA,NA,NA,635,m,372,m,318,a,NA,10,0,0,4,0,1,0,NA,4,004,s,l,rubu,p,control,outside,2018,2020,3
sta_rd,2021,2021.06.23,948,l,a,m,h,NA,NA,NA,635,m,372,m,318,a,NA,10,0,0,4,0,1,0,NA,4,004,s,l,rubu,p,control,outside,2018,2021,4
sta_rd,2022,2022.11.14,948,NA,NA,m,h,NA,NA,NA,635,m,315,m,318,a,NA,10,NA,NA,NA,NA,NA,NA,NA,4,004,s,l,915,l,control,outside,2018,2022,5
sta_rd,2019,2020.07.06,949,a,l,m,l,m,rubu,p,loni,m,372,m,318,a,NA,10,NA,NA,3,NA,NA,NA,30,50,004,s,NA,NA,NA,control,outside,2018,2019,2
sta_rd,2020,2021.06.23,949,a,l,h,l,NA,NA,NA,635,l,372,m,318,a,NA,10,0,0,3,0,0,0,NA,2,004,s,h,rubu,p,control,outside,2018,2020,3
sta_rd,2021,2021.06.23,949,a,l,h,l,NA,NA,NA,635,l,372,m,318,a,NA,10,0,0,3,0,0,0,NA,2,004,s,h,rubu,p,control,outside,2018,2021,4
sta_rd,2022,2022.11.14,949,NA,NA,h,h,NA,NA,NA,635,m,372,m,318,a,NA,10,NA,NA,NA,NA,NA,NA,NA,2,004,s,h,915,p,control,outside,2018,2022,5
sta_rd,2019,2020.06.17,950,a,m,a,p,m,rubu,a,NA,p,761,m,316,a,NA,10,NA,NA,2,NA,NA,NA,20,100,004,s,NA,NA,NA,perimeter,inside,2018,2019,2
sta_rd,2020,2021.06.14,950,a,l,a,p,NA,NA,NA,NA,p,761,m,316,a,NA,10,0,0,2,0,0,0,NA,3,004,s,m,rubu,a,perimeter,inside,2018,2020,3
sta_rd,2021,2021.06.14,950,a,l,a,p,NA,NA,NA,NA,p,761,m,316,a,NA,10,0,0,2,0,0,0,NA,3,004,s,m,rubu,a,perimeter,inside,2018,2021,4
sta_rd,2022,2022.08.15,950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,2,004,s,NA,NA,NA,perimeter,inside,2018,2022,5
sta_rd,2019,2020.06.17,951,m,l,p,p,h,rubu,a,NA,m,761,p,316,p,viti,10,NA,NA,1,NA,NA,NA,10,25,004,s,NA,NA,NA,perimeter,inside,2018,2019,2
sta_rd,2020,2021.06.14,951,l,p,a,l,NA,NA,NA,NA,m,761,a,NA,a,NA,10,0,0,0,0,0,0,NA,3,004,s,h,rubu,a,perimeter,inside,2018,2020,3
sta_rd,2021,2021.06.14,951,l,p,a,l,NA,NA,NA,NA,m,761,a,NA,a,NA,10,0,0,0,0,0,0,NA,3,004,s,h,rubu,a,perimeter,inside,2018,2021,4
sta_rd,2022,2022.08.15,951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,3,004,s,NA,NA,NA,perimeter,inside,2018,2022,5
sta_rd,2019,2020.06.19,952,p,m,l,p,h,rubu,a,NA,p,951,p,316,a,NA,10,NA,NA,2,NA,NA,NA,20,25,004,s,NA,NA,NA,perimeter,inside,2018,2019,2
sta_rd,2020,2021.06.11,952,a,m,l,l,NA,NA,NA,NA,a,NA,a,NA,a,NA,10,0,0,2,0,0,0,NA,3,004,s,h,rubu,a,perimeter,inside,2018,2020,3
sta_rd,2021,2021.06.11,952,a,m,l,l,NA,NA,NA,NA,a,NA,a,NA,a,NA,10,0,0,2,0,0,0,NA,3,004,s,h,rubu,a,perimeter,inside,2018,2021,4
sta_rd,2022,2022.08.15,952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,2,004,s,NA,NA,NA,perimeter,inside,2018,2022,5
sta_rd,2019,2020.06.19,953,a,l,p,p,m,rubu,a,NA,p,316,m,316,p,viti,10,NA,1,3,1,NA,NA,50,25,004,s,NA,NA,NA,perimeter,inside,2018,2019,2
sta_rd,2020,2021.06.11,953,a,l,a,p,NA,NA,NA,NA,p,316,m,316,p,999,10,0,1,3,0,1,0,NA,2,004,s,h,rubu,a,perimeter,inside,2018,2020,3
sta_rd,2021,2021.06.11,953,a,l,a,p,NA,NA,NA,NA,p,316,m,316,p,999,10,0,1,3,0,1,0,NA,2,004,s,h,rubu,a,perimeter,inside,2018,2021,4
sta_rd,2022,2022.08.15,953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,2,004,s,NA,NA,NA,perimeter,inside,2018,2022,5
sta_rd,2019,2020.06.12,954,p,l,p,m,h,samb,a,NA,m,531,m,316,p,viti,10,NA,NA,3,NA,NA,NA,30,50,004,s,NA,NA,NA,perimeter,inside,2018,2019,2
sta_rd,2020,2021.06.10,954,a,p,p,m,NA,NA,NA,NA,m,866,m,316,a,NA,10,0,0,3,0,0,0,NA,3,004,s,h,rubu,a,perimeter,inside,2018,2020,3
sta_rd,2021,2021.06.10,954,a,p,p,m,NA,NA,NA,NA,m,866,m,316,a,NA,10,0,0,3,0,0,0,NA,3,004,s,h,rubu,a,perimeter,inside,2018,2021,4
sta_rd,2022,2022.08.12,954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,2,004,s,NA,NA,NA,perimeter,inside,2018,2022,5
sta_rd,2019,2020.06.12,955,l,p,m,m,h,samb,a,NA,p,761,p,316,a,NA,10,NA,NA,2,NA,NA,NA,20,10,004,s,NA,NA,NA,perimeter,inside,2018,2019,2
sta_rd,2020,2021.06.10,955,p,p,m,h,NA,NA,NA,NA,l,761,p,316,a,NA,10,0,0,2,0,0,0,NA,2,004,s,m,rubu,a,perimeter,inside,2018,2020,3
sta_rd,2021,2021.06.10,955,p,p,m,h,NA,NA,NA,NA,l,761,p,316,a,NA,10,0,0,2,0,0,0,NA,2,004,s,m,rubu,a,perimeter,inside,2018,2021,4
sta_rd,2022,2022.08.12,955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,1,004,s,NA,NA,NA,perimeter,inside,2018,2022,5
sta_rd,2019,2020.06.12,956,p,l,m,l,h,rubu,p,loni,a,NA,l,316,a,NA,10,1,NA,1,NA,NA,NA,20,10,004,s,NA,NA,NA,perimeter,inside,2018,2019,2
sta_rd,2020,2021.06.10,956,a,l,m,l,NA,NA,NA,NA,p,761,a,NA,a,NA,10,1,0,1,0,0,0,NA,1,004,s,h,rubu,a,perimeter,inside,2018,2020,3
sta_rd,2021,2021.06.10,956,a,l,m,l,NA,NA,NA,NA,p,761,a,NA,a,NA,10,1,0,1,0,0,0,NA,1,004,s,h,rubu,a,perimeter,inside,2018,2021,4
sta_rd,2022,2022.08.12,956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,1,004,s,NA,NA,NA,perimeter,inside,2018,2022,5
sta_rd,2019,2020.06.12,957,a,m,a,l,h,rubu,a,NA,l,761,l,833,p,viti,10,4,NA,2,NA,NA,NA,60,1,004,s,NA,NA,NA,perimeter,inside,2018,2019,2
sta_rd,2020,2021.06.10,957,a,m,a,l,NA,NA,NA,NA,m,761,l,833,p,999,10,5,0,0,0,0,0,NA,2,004,s,m,rubu,a,perimeter,inside,2018,2020,3
sta_rd,2021,2021.06.10,957,a,m,a,l,NA,NA,NA,NA,m,761,l,833,p,999,10,5,0,0,0,0,0,NA,2,004,s,m,rubu,a,perimeter,inside,2018,2021,4
sta_rd,2022,2022.08.12,957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,1,004,s,NA,NA,NA,perimeter,inside,2018,2022,5
sta_rd,2019,2020.06.15,958,a,l,p,m,h,rubu,a,NA,p,761,m,318,a,NA,10,1,NA,3,NA,NA,NA,40,50,004,s,NA,NA,NA,perimeter,inside,2018,2019,2
sta_rd,2020,2021.06.10,958,a,m,l,l,NA,NA,NA,NA,p,761,l,316,p,999,10,1,0,3,0,0,0,NA,3,004,s,h,rubu,a,perimeter,inside,2018,2020,3
sta_rd,2021,2021.06.10,958,a,m,l,l,NA,NA,NA,NA,p,761,l,316,p,999,10,1,0,3,0,0,0,NA,3,004,s,h,rubu,a,perimeter,inside,2018,2021,4
sta_rd,2022,2022.08.12,958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,3,004,s,NA,NA,NA,perimeter,inside,2018,2022,5
sta_rd,2019,2020.06.15,959,a,p,p,p,h,rubu,a,NA,l,761,m,833,a,NA,10,3,NA,NA,NA,1,NA,40,75,004,s,NA,NA,NA,perimeter,inside,2018,2019,2
sta_rd,2020,2021.06.10,959,a,p,a,l,NA,NA,NA,NA,l,761,m,833,p,999,10,3,0,0,0,1,0,NA,3,004,s,h,rubu,a,perimeter,inside,2018,2020,3
sta_rd,2021,2021.06.10,959,a,p,a,l,NA,NA,NA,NA,l,761,m,833,p,999,10,3,0,0,0,1,0,NA,3,004,s,h,rubu,a,perimeter,inside,2018,2021,4
sta_rd,2022,2022.08.12,959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,3,004,s,NA,NA,NA,perimeter,inside,2018,2022,5
sta_rd,2019,2020.06.22,960,a,l,p,m,h,rubu,a,NA,m,761,p,318,p,viti,10,NA,NA,1,NA,NA,NA,10,25,004,s,NA,NA,NA,perimeter,inside,2018,2019,2
sta_rd,2020,2021.06.10,960,a,p,p,p,NA,NA,NA,NA,h,761,l,318,a,NA,10,0,0,1,0,0,0,NA,3,004,s,h,rubu,a,perimeter,inside,2018,2020,3
sta_rd,2021,2021.06.10,960,a,p,p,p,NA,NA,NA,NA,h,761,l,318,a,NA,10,0,0,1,0,0,0,NA,3,004,s,h,rubu,a,perimeter,inside,2018,2021,4
sta_rd,2022,2022.08.12,960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,4,004,s,NA,NA,NA,perimeter,inside,2018,2022,5
sta_rd,2019,2020.06.22,961,a,m,p,l,h,rubu,p,rosa,l,951,l,318,a,NA,10,1,NA,1,NA,NA,NA,20,25,004,s,NA,NA,NA,perimeter,inside,2018,2019,2
sta_rd,2020,2021.06.11,961,a,l,p,m,NA,NA,NA,905,p,761,m,318,a,NA,10,1,0,1,0,1,0,NA,3,004,s,h,rubu,p,perimeter,inside,2018,2020,3
sta_rd,2021,2021.06.11,961,a,l,p,m,NA,NA,NA,905,p,761,m,318,a,NA,10,1,0,1,0,1,0,NA,3,004,s,h,rubu,p,perimeter,inside,2018,2021,4
sta_rd,2022,2022.08.12,961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,2,004,s,NA,NA,NA,perimeter,inside,2018,2022,5
sta_rd,2019,2020.06.16,962,m,l,p,m,h,rubu,a,NA,l,951,a,NA,a,NA,10,NA,NA,NA,NA,NA,NA,0,10,004,s,NA,NA,NA,perimeter,inside,2018,2019,2
sta_rd,2020,2021.06.14,962,m,l,a,m,NA,NA,NA,NA,l,951,a,NA,p,999,10,0,0,0,0,0,0,NA,2,004,s,m,rubu,a,perimeter,inside,2018,2020,3
sta_rd,2021,2021.06.14,962,m,l,a,m,NA,NA,NA,NA,l,951,a,NA,p,999,10,0,0,0,0,0,0,NA,2,004,s,m,rubu,a,perimeter,inside,2018,2021,4
sta_rd,2022,2022.08.12,962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,2,004,s,NA,NA,NA,perimeter,inside,2018,2022,5
sta_rd,2019,2020.06.16,963,p,m,p,h,h,rubu,a,NA,l,761,p,531,a,NA,10,NA,1,NA,NA,NA,NA,10,50,004,s,NA,NA,NA,perimeter,inside,2018,2019,2
sta_rd,2020,2021.06.16,963,p,l,l,h,NA,NA,NA,NA,p,761,p,531,p,999,10,0,1,0,0,0,0,NA,4,004,s,m,samb,a,perimeter,inside,2018,2020,3
sta_rd,2021,2021.06.16,963,p,l,l,h,NA,NA,NA,NA,p,761,p,531,p,999,10,0,1,0,0,0,0,NA,4,004,s,m,samb,a,perimeter,inside,2018,2021,4
sta_rd,2022,2022.08.16,963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,3,004,s,NA,NA,NA,perimeter,inside,2018,2022,5
sta_rd,2019,2020.06.16,964,m,p,l,m,h,rubu,a,NA,p,761,a,NA,a,NA,10,NA,NA,NA,NA,NA,NA,0,100,004,s,NA,NA,NA,perimeter,inside,2018,2019,2
sta_rd,2020,2021.06.16,964,p,p,l,h,NA,NA,NA,NA,p,761,a,NA,a,NA,10,0,0,0,0,0,0,NA,4,004,s,h,rubu,a,perimeter,inside,2018,2020,3
sta_rd,2021,2021.06.16,964,p,p,l,h,NA,NA,NA,NA,p,761,a,NA,a,NA,10,0,0,0,0,0,0,NA,4,004,s,h,rubu,a,perimeter,inside,2018,2021,4
sta_rd,2022,2022.08.16,964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,3,004,s,NA,NA,NA,perimeter,inside,2018,2022,5
sta_rd,2019,2020.06.16,965,p,p,l,m,m,rubu,p,loni,p,315,m,833,a,NA,10,2,NA,1,NA,NA,NA,30,100,004,s,NA,NA,NA,perimeter,inside,2018,2019,2
sta_rd,2020,2021.06.16,965,p,p,p,m,NA,NA,NA,635,l,315,m,833,p,999,10,2,0,1,0,0,0,NA,4,004,s,m,rubu,p,perimeter,inside,2018,2020,3
sta_rd,2021,2021.06.16,965,p,p,p,m,NA,NA,NA,635,l,315,m,833,p,999,10,2,0,1,0,0,0,NA,4,004,s,m,rubu,p,perimeter,inside,2018,2021,4
sta_rd,2022,2022.08.16,965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,4,004,s,NA,NA,NA,perimeter,inside,2018,2022,5
sta_rd,2019,2020.06.23,966,a,p,p,l,m,rubu,a,NA,h,761,p,316,p,viti,10,NA,NA,1,NA,NA,NA,10,100,004,s,NA,NA,NA,perimeter,inside,2018,2019,2
sta_rd,2020,2021.06.16,966,a,p,a,p,NA,NA,NA,NA,h,761,a,NA,a,NA,10,0,0,1,0,0,0,NA,4,004,s,m,rubu,a,perimeter,inside,2018,2020,3
sta_rd,2021,2021.06.16,966,a,p,a,p,NA,NA,NA,NA,h,761,a,NA,a,NA,10,0,0,1,0,0,0,NA,4,004,s,m,rubu,a,perimeter,inside,2018,2021,4
sta_rd,2022,2022.08.11,966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,4,004,s,NA,NA,NA,perimeter,inside,2018,2022,5
sta_rd,2019,2020.06.23,967,p,p,p,l,h,rubu,a,NA,m,761,p,318,a,NA,10,NA,NA,1,NA,NA,NA,10,75,004,s,NA,NA,NA,perimeter,inside,2018,2019,2
sta_rd,2020,2021.06.16,967,p,l,p,l,NA,NA,NA,NA,m,761,a,NA,a,NA,10,0,0,1,0,0,0,NA,4,004,s,h,rubu,a,perimeter,inside,2018,2020,3
sta_rd,2021,2021.06.16,967,p,l,p,l,NA,NA,NA,NA,m,761,a,NA,a,NA,10,0,0,1,0,0,0,NA,4,004,s,h,rubu,a,perimeter,inside,2018,2021,4
sta_rd,2022,2022.08.11,967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,3,004,s,NA,NA,NA,perimeter,inside,2018,2022,5
sta_rd,2019,2020.06.23,968,p,m,l,l,h,rubu,a,NA,l,761,l,316,a,NA,10,NA,NA,6,NA,NA,NA,60,10,004,s,NA,NA,NA,perimeter,inside,2018,2019,2
sta_rd,2020,2021.06.16,968,a,m,p,p,NA,NA,NA,NA,l,951,l,316,a,NA,10,0,0,5,0,0,0,NA,2,004,s,h,rubu,a,perimeter,inside,2018,2020,3
sta_rd,2021,2021.06.16,968,a,m,p,p,NA,NA,NA,NA,l,951,l,316,a,NA,10,0,0,5,0,0,0,NA,2,004,s,h,rubu,a,perimeter,inside,2018,2021,4
sta_rd,2022,2022.08.18,968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,2,004,s,NA,NA,NA,perimeter,inside,2018,2022,5
sta_rd,2019,2020.06.25,969,l,l,l,l,h,rubu,a,NA,m,761,p,318,a,NA,10,NA,NA,1,NA,NA,NA,10,75,004,s,NA,NA,NA,perimeter,inside,2018,2019,2
sta_rd,2020,2021.06.17,969,a,a,l,m,NA,NA,NA,NA,h,761,a,NA,a,NA,10,0,0,1,0,0,0,NA,3,004,s,h,rubu,a,perimeter,inside,2018,2020,3
sta_rd,2021,2021.06.17,969,a,a,l,m,NA,NA,NA,NA,h,761,a,NA,a,NA,10,0,0,1,0,0,0,NA,3,004,s,h,rubu,a,perimeter,inside,2018,2021,4
sta_rd,2022,2022.08.18,969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,2,004,s,NA,NA,NA,perimeter,inside,2018,2022,5
sta_rd,2019,2020.06.25,970,m,l,l,h,m,rubu,a,NA,m,761,m,318,a,NA,10,NA,NA,3,NA,NA,NA,30,50,004,s,NA,NA,NA,perimeter,inside,2018,2019,2
sta_rd,2020,2021.06.17,970,l,p,p,h,NA,NA,NA,NA,m,761,p,318,p,999,10,0,0,2,0,0,0,NA,3,004,s,m,rubu,a,perimeter,inside,2018,2020,3
sta_rd,2021,2021.06.17,970,l,p,p,h,NA,NA,NA,NA,m,761,p,318,p,999,10,0,0,2,0,0,0,NA,3,004,s,m,rubu,a,perimeter,inside,2018,2021,4
sta_rd,2022,2022.08.18,970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,2,004,s,NA,NA,NA,perimeter,inside,2018,2022,5
sta_rd,2019,2020.06.25,971,m,l,l,m,m,rubu,a,NA,h,samb,l,316,a,NA,10,NA,NA,1,NA,NA,NA,10,10,004,s,NA,NA,NA,perimeter,inside,2018,2019,2
sta_rd,2020,2021.06.17,971,a,l,l,m,NA,NA,NA,NA,m,927,p,318,a,NA,10,0,0,1,0,0,0,NA,2,004,s,m,rubu,a,perimeter,inside,2018,2020,3
sta_rd,2021,2021.06.17,971,a,l,l,m,NA,NA,NA,NA,m,927,p,318,a,NA,10,0,0,1,0,0,0,NA,2,004,s,m,rubu,a,perimeter,inside,2018,2021,4
sta_rd,2022,2022.08.18,971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,2,004,s,NA,NA,NA,perimeter,inside,2018,2022,5
sta_rd,2019,2020.06.25,972,p,l,p,m,h,rubu,a,NA,m,761,p,318,p,viti,10,NA,NA,NA,NA,NA,NA,0,10,004,s,NA,NA,NA,perimeter,inside,2018,2019,2
sta_rd,2020,2021.06.17,972,a,a,p,p,NA,NA,NA,NA,m,761,a,NA,a,NA,10,0,0,0,0,0,0,NA,3,004,s,h,rubu,a,perimeter,inside,2018,2020,3
sta_rd,2021,2021.06.17,972,a,a,p,p,NA,NA,NA,NA,m,761,a,NA,a,NA,10,0,0,0,0,0,0,NA,3,004,s,h,rubu,a,perimeter,inside,2018,2021,4
sta_rd,2022,2022.08.19,972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,3,004,s,NA,NA,NA,perimeter,inside,2018,2022,5
sta_rd,2019,2020.06.29,973,l,l,p,h,m,rubu,a,NA,m,743,p,316,m,viti,10,NA,NA,1,NA,NA,NA,10,1,004,s,NA,NA,NA,perimeter,inside,2018,2019,2
sta_rd,2020,2021.06.17,973,p,m,p,h,NA,NA,NA,NA,m,743,a,NA,l,999,10,0,0,1,0,0,0,NA,1,004,s,l,rubu,p,perimeter,inside,2018,2020,3
sta_rd,2021,2021.06.17,973,p,m,p,h,NA,NA,NA,NA,m,743,a,NA,l,999,10,0,0,1,0,0,0,NA,1,004,s,l,rubu,p,perimeter,inside,2018,2021,4
sta_rd,2022,2022.08.19,973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,1,004,s,NA,NA,NA,perimeter,inside,2018,2022,5
sta_rd,2019,2020.06.29,974,l,p,p,h,p,rubu,a,NA,m,743,m,316,p,viti,10,NA,NA,3,NA,NA,NA,30,10,004,s,NA,NA,NA,perimeter,inside,2018,2019,2
