harvest,wall,location,point,count,season,cut,year,numb_yrs_grow,origin,spp,type,size,stems.per.acre
gas_line,protected,perimeter,806,1,2021,2017,2021,4,singl/unk,svb,diversity,winners,0
gas_line,protected,perimeter,807,1,2021,2017,2021,4,veg,bta,diversity,sup_short,0
gas_line,protected,perimeter,807,1,2021,2017,2021,4,veg,bta,diversity,sup_med,0
gas_line,protected,perimeter,807,1,2021,2017,2021,4,veg,bta,diversity,sup_tall,0
gas_line,protected,perimeter,807,1,2021,2017,2021,4,veg,bta,diversity,sup_sapl,0
gas_line,protected,perimeter,807,1,2021,2017,2021,4,veg,bta,diversity,exp_short,0
gas_line,protected,perimeter,807,1,2021,2017,2021,4,veg,bta,diversity,exp_med,385.1589656094425
gas_line,protected,perimeter,807,1,2021,2017,2021,4,veg,bta,diversity,exp_tall,0
gas_line,protected,perimeter,807,1,2021,2017,2021,4,veg,bta,diversity,exp_sapl,0
gas_line,protected,perimeter,807,1,2021,2017,2021,4,veg,bta,diversity,suppressed,0
gas_line,protected,perimeter,807,1,2021,2017,2021,4,veg,bta,diversity,exposed,385.1589656094425
gas_line,protected,perimeter,807,1,2021,2017,2021,4,veg,bta,diversity,total,385.1589656094425
gas_line,protected,perimeter,807,1,2021,2017,2021,4,veg,bta,diversity,winners,385.1589656094425
gas_line,protected,perimeter,807,1,2021,2017,2021,4,singl/unk,svb,diversity,sup_short,0
gas_line,protected,perimeter,807,1,2021,2017,2021,4,singl/unk,svb,diversity,sup_med,0
gas_line,protected,perimeter,807,1,2021,2017,2021,4,singl/unk,svb,diversity,sup_tall,0
gas_line,protected,perimeter,807,1,2021,2017,2021,4,singl/unk,svb,diversity,sup_sapl,0
gas_line,protected,perimeter,807,1,2021,2017,2021,4,singl/unk,svb,diversity,exp_short,0
gas_line,protected,perimeter,807,1,2021,2017,2021,4,singl/unk,svb,diversity,exp_med,385.1589656094425
gas_line,protected,perimeter,807,1,2021,2017,2021,4,singl/unk,svb,diversity,exp_tall,0
gas_line,protected,perimeter,807,1,2021,2017,2021,4,singl/unk,svb,diversity,exp_sapl,0
gas_line,protected,perimeter,807,1,2021,2017,2021,4,singl/unk,svb,diversity,suppressed,0
gas_line,protected,perimeter,807,1,2021,2017,2021,4,singl/unk,svb,diversity,exposed,385.1589656094425
gas_line,protected,perimeter,807,1,2021,2017,2021,4,singl/unk,svb,diversity,total,385.1589656094425
gas_line,protected,perimeter,807,1,2021,2017,2021,4,singl/unk,svb,diversity,winners,0
gas_line,protected,perimeter,810,1,2021,2017,2021,4,veg,svb,diversity,sup_short,0
gas_line,protected,perimeter,810,1,2021,2017,2021,4,veg,svb,diversity,sup_med,0
gas_line,protected,perimeter,810,1,2021,2017,2021,4,veg,svb,diversity,sup_tall,0
gas_line,protected,perimeter,810,1,2021,2017,2021,4,veg,svb,diversity,sup_sapl,0
gas_line,protected,perimeter,810,1,2021,2017,2021,4,veg,svb,diversity,exp_short,0
gas_line,protected,perimeter,810,1,2021,2017,2021,4,veg,svb,diversity,exp_med,385.1589656094425
gas_line,protected,perimeter,810,1,2021,2017,2021,4,veg,svb,diversity,exp_tall,1155.4768968283274
gas_line,protected,perimeter,810,1,2021,2017,2021,4,veg,svb,diversity,exp_sapl,0
gas_line,protected,perimeter,810,1,2021,2017,2021,4,veg,svb,diversity,suppressed,0
gas_line,protected,perimeter,810,1,2021,2017,2021,4,veg,svb,diversity,exposed,1540.63586243777
gas_line,protected,perimeter,810,1,2021,2017,2021,4,veg,svb,diversity,total,1540.63586243777
gas_line,protected,perimeter,810,1,2021,2017,2021,4,veg,svb,diversity,winners,770.317931218885
gas_line,protected,perimeter,811,1,2021,2017,2021,4,veg,bta,diversity,sup_short,0
gas_line,protected,perimeter,811,1,2021,2017,2021,4,veg,bta,diversity,sup_med,0
gas_line,protected,perimeter,811,1,2021,2017,2021,4,veg,bta,diversity,sup_tall,0
gas_line,protected,perimeter,811,1,2021,2017,2021,4,veg,bta,diversity,sup_sapl,0
gas_line,protected,perimeter,811,1,2021,2017,2021,4,veg,bta,diversity,exp_short,0
gas_line,protected,perimeter,811,1,2021,2017,2021,4,veg,bta,diversity,exp_med,0
gas_line,protected,perimeter,811,1,2021,2017,2021,4,veg,bta,diversity,exp_tall,385.1589656094425
gas_line,protected,perimeter,811,1,2021,2017,2021,4,veg,bta,diversity,exp_sapl,0
gas_line,protected,perimeter,811,1,2021,2017,2021,4,veg,bta,diversity,suppressed,0
gas_line,protected,perimeter,811,1,2021,2017,2021,4,veg,bta,diversity,exposed,385.1589656094425
gas_line,protected,perimeter,811,1,2021,2017,2021,4,veg,bta,diversity,total,385.1589656094425
gas_line,protected,perimeter,811,1,2021,2017,2021,4,veg,bta,diversity,winners,0
gas_line,protected,perimeter,812,1,2021,2017,2021,4,veg,bta,diversity,sup_short,0
gas_line,protected,perimeter,812,1,2021,2017,2021,4,veg,bta,diversity,sup_med,0
gas_line,protected,perimeter,812,1,2021,2017,2021,4,veg,bta,diversity,sup_tall,0
gas_line,protected,perimeter,812,1,2021,2017,2021,4,veg,bta,diversity,sup_sapl,0
gas_line,protected,perimeter,812,1,2021,2017,2021,4,veg,bta,diversity,exp_short,0
gas_line,protected,perimeter,812,1,2021,2017,2021,4,veg,bta,diversity,exp_med,0
gas_line,protected,perimeter,812,1,2021,2017,2021,4,veg,bta,diversity,exp_tall,385.1589656094425
gas_line,protected,perimeter,812,1,2021,2017,2021,4,veg,bta,diversity,exp_sapl,0
gas_line,protected,perimeter,812,1,2021,2017,2021,4,veg,bta,diversity,suppressed,0
gas_line,protected,perimeter,812,1,2021,2017,2021,4,veg,bta,diversity,exposed,385.1589656094425
gas_line,protected,perimeter,812,1,2021,2017,2021,4,veg,bta,diversity,total,385.1589656094425
gas_line,protected,perimeter,812,1,2021,2017,2021,4,veg,bta,diversity,winners,0
gas_line,protected,perimeter,815,1,2021,2017,2021,4,veg,bta,diversity,sup_short,0
gas_line,protected,perimeter,815,1,2021,2017,2021,4,veg,bta,diversity,sup_med,0
gas_line,protected,perimeter,815,1,2021,2017,2021,4,veg,bta,diversity,sup_tall,0
gas_line,protected,perimeter,815,1,2021,2017,2021,4,veg,bta,diversity,sup_sapl,0
gas_line,protected,perimeter,815,1,2021,2017,2021,4,veg,bta,diversity,exp_short,3038.507544617953
gas_line,protected,perimeter,815,1,2021,2017,2021,4,veg,bta,diversity,exp_med,1925.7948280472124
gas_line,protected,perimeter,815,1,2021,2017,2021,4,veg,bta,diversity,exp_tall,0
gas_line,protected,perimeter,815,1,2021,2017,2021,4,veg,bta,diversity,exp_sapl,0
gas_line,protected,perimeter,815,1,2021,2017,2021,4,veg,bta,diversity,suppressed,0
gas_line,protected,perimeter,815,1,2021,2017,2021,4,veg,bta,diversity,exposed,4964.302372665165
gas_line,protected,perimeter,815,1,2021,2017,2021,4,veg,bta,diversity,total,4964.302372665165
gas_line,protected,perimeter,815,1,2021,2017,2021,4,veg,bta,diversity,winners,385.1589656094425
gas_line,protected,perimeter,817,1,2021,2017,2021,4,veg,bta,diversity,sup_short,0
gas_line,protected,perimeter,817,1,2021,2017,2021,4,veg,bta,diversity,sup_med,0
gas_line,protected,perimeter,817,1,2021,2017,2021,4,veg,bta,diversity,sup_tall,0
gas_line,protected,perimeter,817,1,2021,2017,2021,4,veg,bta,diversity,sup_sapl,0
gas_line,protected,perimeter,817,1,2021,2017,2021,4,veg,bta,diversity,exp_short,0
gas_line,protected,perimeter,817,1,2021,2017,2021,4,veg,bta,diversity,exp_med,3466.4306904849823
gas_line,protected,perimeter,817,1,2021,2017,2021,4,veg,bta,diversity,exp_tall,1540.63586243777
gas_line,protected,perimeter,817,1,2021,2017,2021,4,veg,bta,diversity,exp_sapl,0
gas_line,protected,perimeter,817,1,2021,2017,2021,4,veg,bta,diversity,suppressed,0
gas_line,protected,perimeter,817,1,2021,2017,2021,4,veg,bta,diversity,exposed,5007.066552922752
gas_line,protected,perimeter,817,1,2021,2017,2021,4,veg,bta,diversity,total,5007.066552922752
gas_line,protected,perimeter,817,1,2021,2017,2021,4,veg,bta,diversity,winners,770.317931218885
gas_line,protected,perimeter,817,1,2021,2017,2021,4,veg,qa,diversity,sup_short,0
gas_line,protected,perimeter,817,1,2021,2017,2021,4,veg,qa,diversity,sup_med,0
gas_line,protected,perimeter,817,1,2021,2017,2021,4,veg,qa,diversity,sup_tall,0
gas_line,protected,perimeter,817,1,2021,2017,2021,4,veg,qa,diversity,sup_sapl,0
gas_line,protected,perimeter,817,1,2021,2017,2021,4,veg,qa,diversity,exp_short,1012.8358482059843
gas_line,protected,perimeter,817,1,2021,2017,2021,4,veg,qa,diversity,exp_med,0
gas_line,protected,perimeter,817,1,2021,2017,2021,4,veg,qa,diversity,exp_tall,0
gas_line,protected,perimeter,817,1,2021,2017,2021,4,veg,qa,diversity,exp_sapl,0
gas_line,protected,perimeter,817,1,2021,2017,2021,4,veg,qa,diversity,suppressed,0
gas_line,protected,perimeter,817,1,2021,2017,2021,4,veg,qa,diversity,exposed,1012.8358482059843
gas_line,protected,perimeter,817,1,2021,2017,2021,4,veg,qa,diversity,total,1012.8358482059843
gas_line,protected,perimeter,817,1,2021,2017,2021,4,veg,qa,diversity,winners,0
gas_line,protected,perimeter,818,1,2021,2017,2021,4,veg,bta,diversity,sup_short,0
gas_line,protected,perimeter,818,1,2021,2017,2021,4,veg,bta,diversity,sup_med,0
gas_line,protected,perimeter,818,1,2021,2017,2021,4,veg,bta,diversity,sup_tall,0
gas_line,protected,perimeter,818,1,2021,2017,2021,4,veg,bta,diversity,sup_sapl,0
gas_line,protected,perimeter,818,1,2021,2017,2021,4,veg,bta,diversity,exp_short,0
gas_line,protected,perimeter,818,1,2021,2017,2021,4,veg,bta,diversity,exp_med,385.1589656094425
gas_line,protected,perimeter,818,1,2021,2017,2021,4,veg,bta,diversity,exp_tall,385.1589656094425
gas_line,protected,perimeter,818,1,2021,2017,2021,4,veg,bta,diversity,exp_sapl,770.317931218885
gas_line,protected,perimeter,818,1,2021,2017,2021,4,veg,bta,diversity,suppressed,0
gas_line,protected,perimeter,818,1,2021,2017,2021,4,veg,bta,diversity,exposed,1540.63586243777
gas_line,protected,perimeter,818,1,2021,2017,2021,4,veg,bta,diversity,total,1540.63586243777
gas_line,protected,perimeter,818,1,2021,2017,2021,4,veg,bta,diversity,winners,0
gas_line,protected,perimeter,819,1,2021,2017,2021,4,singl/unk,svb,diversity,sup_short,0
gas_line,protected,perimeter,819,1,2021,2017,2021,4,singl/unk,svb,diversity,sup_med,0
gas_line,protected,perimeter,819,1,2021,2017,2021,4,singl/unk,svb,diversity,sup_tall,0
gas_line,protected,perimeter,819,1,2021,2017,2021,4,singl/unk,svb,diversity,sup_sapl,0
gas_line,protected,perimeter,819,1,2021,2017,2021,4,singl/unk,svb,diversity,exp_short,9115.52263385386
gas_line,protected,perimeter,819,1,2021,2017,2021,4,singl/unk,svb,diversity,exp_med,3466.4306904849823
gas_line,protected,perimeter,819,1,2021,2017,2021,4,singl/unk,svb,diversity,exp_tall,0
gas_line,protected,perimeter,819,1,2021,2017,2021,4,singl/unk,svb,diversity,exp_sapl,0
gas_line,protected,perimeter,819,1,2021,2017,2021,4,singl/unk,svb,diversity,suppressed,0
gas_line,protected,perimeter,819,1,2021,2017,2021,4,singl/unk,svb,diversity,exposed,12581.953324338841
gas_line,protected,perimeter,819,1,2021,2017,2021,4,singl/unk,svb,diversity,total,12581.953324338841
gas_line,protected,perimeter,819,1,2021,2017,2021,4,singl/unk,svb,diversity,winners,0
gas_line,protected,perimeter,819,1,2021,2017,2021,4,veg,bta,diversity,sup_short,0
gas_line,protected,perimeter,819,1,2021,2017,2021,4,veg,bta,diversity,sup_med,0
gas_line,protected,perimeter,819,1,2021,2017,2021,4,veg,bta,diversity,sup_tall,0
gas_line,protected,perimeter,819,1,2021,2017,2021,4,veg,bta,diversity,sup_sapl,0
gas_line,protected,perimeter,819,1,2021,2017,2021,4,veg,bta,diversity,exp_short,0
gas_line,protected,perimeter,819,1,2021,2017,2021,4,veg,bta,diversity,exp_med,1540.63586243777
gas_line,protected,perimeter,819,1,2021,2017,2021,4,veg,bta,diversity,exp_tall,0
gas_line,protected,perimeter,819,1,2021,2017,2021,4,veg,bta,diversity,exp_sapl,0
gas_line,protected,perimeter,819,1,2021,2017,2021,4,veg,bta,diversity,suppressed,0
gas_line,protected,perimeter,819,1,2021,2017,2021,4,veg,bta,diversity,exposed,1540.63586243777
gas_line,protected,perimeter,819,1,2021,2017,2021,4,veg,bta,diversity,total,1540.63586243777
gas_line,protected,perimeter,819,1,2021,2017,2021,4,veg,bta,diversity,winners,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,svb,diversity,sup_short,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,svb,diversity,sup_med,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,svb,diversity,sup_tall,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,svb,diversity,sup_sapl,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,svb,diversity,exp_short,2025.6716964119687
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,svb,diversity,exp_med,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,svb,diversity,exp_tall,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,svb,diversity,exp_sapl,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,svb,diversity,suppressed,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,svb,diversity,exposed,2025.6716964119687
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,svb,diversity,total,2025.6716964119687
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,svb,diversity,winners,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,sh,diversity,sup_short,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,sh,diversity,sup_med,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,sh,diversity,sup_tall,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,sh,diversity,sup_sapl,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,sh,diversity,exp_short,1012.8358482059843
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,sh,diversity,exp_med,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,sh,diversity,exp_tall,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,sh,diversity,exp_sapl,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,sh,diversity,suppressed,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,sh,diversity,exposed,1012.8358482059843
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,sh,diversity,total,1012.8358482059843
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,sh,diversity,winners,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,qa,diversity,sup_short,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,qa,diversity,sup_med,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,qa,diversity,sup_tall,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,qa,diversity,sup_sapl,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,qa,diversity,exp_short,1012.8358482059843
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,qa,diversity,exp_med,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,qa,diversity,exp_tall,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,qa,diversity,exp_sapl,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,qa,diversity,suppressed,0
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,qa,diversity,exposed,1012.8358482059843
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,qa,diversity,total,1012.8358482059843
campridge,protected,interior,82,1,2021,2019,2021,2,singl/unk,qa,diversity,winners,0
gas_line,protected,perimeter,820,1,2021,2017,2021,4,veg,bta,diversity,sup_short,0
gas_line,protected,perimeter,820,1,2021,2017,2021,4,veg,bta,diversity,sup_med,0
gas_line,protected,perimeter,820,1,2021,2017,2021,4,veg,bta,diversity,sup_tall,0
gas_line,protected,perimeter,820,1,2021,2017,2021,4,veg,bta,diversity,sup_sapl,0
gas_line,protected,perimeter,820,1,2021,2017,2021,4,veg,bta,diversity,exp_short,0
gas_line,protected,perimeter,820,1,2021,2017,2021,4,veg,bta,diversity,exp_med,1540.63586243777
gas_line,protected,perimeter,820,1,2021,2017,2021,4,veg,bta,diversity,exp_tall,1155.4768968283274
gas_line,protected,perimeter,820,1,2021,2017,2021,4,veg,bta,diversity,exp_sapl,1155.4768968283274
gas_line,protected,perimeter,820,1,2021,2017,2021,4,veg,bta,diversity,suppressed,0
gas_line,protected,perimeter,820,1,2021,2017,2021,4,veg,bta,diversity,exposed,3851.5896560944248
gas_line,protected,perimeter,820,1,2021,2017,2021,4,veg,bta,diversity,total,3851.5896560944248
gas_line,protected,perimeter,820,1,2021,2017,2021,4,veg,bta,diversity,winners,770.317931218885
gas_line,protected,perimeter,821,1,2021,2017,2021,4,veg,bta,diversity,sup_short,0
gas_line,protected,perimeter,821,1,2021,2017,2021,4,veg,bta,diversity,sup_med,0
gas_line,protected,perimeter,821,1,2021,2017,2021,4,veg,bta,diversity,sup_tall,0
gas_line,protected,perimeter,821,1,2021,2017,2021,4,veg,bta,diversity,sup_sapl,0
gas_line,protected,perimeter,821,1,2021,2017,2021,4,veg,bta,diversity,exp_short,1012.8358482059843
gas_line,protected,perimeter,821,1,2021,2017,2021,4,veg,bta,diversity,exp_med,2696.1127592660973
gas_line,protected,perimeter,821,1,2021,2017,2021,4,veg,bta,diversity,exp_tall,385.1589656094425
gas_line,protected,perimeter,821,1,2021,2017,2021,4,veg,bta,diversity,exp_sapl,385.1589656094425
gas_line,protected,perimeter,821,1,2021,2017,2021,4,veg,bta,diversity,suppressed,0
gas_line,protected,perimeter,821,1,2021,2017,2021,4,veg,bta,diversity,exposed,4479.266538690967
gas_line,protected,perimeter,821,1,2021,2017,2021,4,veg,bta,diversity,total,4479.266538690967
gas_line,protected,perimeter,821,1,2021,2017,2021,4,veg,bta,diversity,winners,0
gas_line,protected,perimeter,821,1,2021,2017,2021,4,veg,qa,diversity,sup_short,0
gas_line,protected,perimeter,821,1,2021,2017,2021,4,veg,qa,diversity,sup_med,0
gas_line,protected,perimeter,821,1,2021,2017,2021,4,veg,qa,diversity,sup_tall,0
gas_line,protected,perimeter,821,1,2021,2017,2021,4,veg,qa,diversity,sup_sapl,0
gas_line,protected,perimeter,821,1,2021,2017,2021,4,veg,qa,diversity,exp_short,0
gas_line,protected,perimeter,821,1,2021,2017,2021,4,veg,qa,diversity,exp_med,0
gas_line,protected,perimeter,821,1,2021,2017,2021,4,veg,qa,diversity,exp_tall,385.1589656094425
gas_line,protected,perimeter,821,1,2021,2017,2021,4,veg,qa,diversity,exp_sapl,0
gas_line,protected,perimeter,821,1,2021,2017,2021,4,veg,qa,diversity,suppressed,0
gas_line,protected,perimeter,821,1,2021,2017,2021,4,veg,qa,diversity,exposed,385.1589656094425
gas_line,protected,perimeter,821,1,2021,2017,2021,4,veg,qa,diversity,total,385.1589656094425
gas_line,protected,perimeter,821,1,2021,2017,2021,4,veg,qa,diversity,winners,0
gas_line,protected,perimeter,821,1,2021,2017,2021,4,singl/unk,pb,diversity,sup_short,0
gas_line,protected,perimeter,821,1,2021,2017,2021,4,singl/unk,pb,diversity,sup_med,0
gas_line,protected,perimeter,821,1,2021,2017,2021,4,singl/unk,pb,diversity,sup_tall,0
gas_line,protected,perimeter,821,1,2021,2017,2021,4,singl/unk,pb,diversity,sup_sapl,0
gas_line,protected,perimeter,821,1,2021,2017,2021,4,singl/unk,pb,diversity,exp_short,0
gas_line,protected,perimeter,821,1,2021,2017,2021,4,singl/unk,pb,diversity,exp_med,0
gas_line,protected,perimeter,821,1,2021,2017,2021,4,singl/unk,pb,diversity,exp_tall,385.1589656094425
gas_line,protected,perimeter,821,1,2021,2017,2021,4,singl/unk,pb,diversity,exp_sapl,0
gas_line,protected,perimeter,821,1,2021,2017,2021,4,singl/unk,pb,diversity,suppressed,0
gas_line,protected,perimeter,821,1,2021,2017,2021,4,singl/unk,pb,diversity,exposed,385.1589656094425
gas_line,protected,perimeter,821,1,2021,2017,2021,4,singl/unk,pb,diversity,total,385.1589656094425
gas_line,protected,perimeter,821,1,2021,2017,2021,4,singl/unk,pb,diversity,winners,0
gas_line,protected,perimeter,822,1,2021,2017,2021,4,veg,bta,diversity,sup_short,0
gas_line,protected,perimeter,822,1,2021,2017,2021,4,veg,bta,diversity,sup_med,0
gas_line,protected,perimeter,822,1,2021,2017,2021,4,veg,bta,diversity,sup_tall,0
gas_line,protected,perimeter,822,1,2021,2017,2021,4,veg,bta,diversity,sup_sapl,0
gas_line,protected,perimeter,822,1,2021,2017,2021,4,veg,bta,diversity,exp_short,0
gas_line,protected,perimeter,822,1,2021,2017,2021,4,veg,bta,diversity,exp_med,385.1589656094425
gas_line,protected,perimeter,822,1,2021,2017,2021,4,veg,bta,diversity,exp_tall,0
gas_line,protected,perimeter,822,1,2021,2017,2021,4,veg,bta,diversity,exp_sapl,0
gas_line,protected,perimeter,822,1,2021,2017,2021,4,veg,bta,diversity,suppressed,0
gas_line,protected,perimeter,822,1,2021,2017,2021,4,veg,bta,diversity,exposed,385.1589656094425
gas_line,protected,perimeter,822,1,2021,2017,2021,4,veg,bta,diversity,total,385.1589656094425
gas_line,protected,perimeter,822,1,2021,2017,2021,4,veg,bta,diversity,winners,0
gas_line,protected,perimeter,822,1,2021,2017,2021,4,veg,qa,diversity,sup_short,0
gas_line,protected,perimeter,822,1,2021,2017,2021,4,veg,qa,diversity,sup_med,0
gas_line,protected,perimeter,822,1,2021,2017,2021,4,veg,qa,diversity,sup_tall,0
gas_line,protected,perimeter,822,1,2021,2017,2021,4,veg,qa,diversity,sup_sapl,0
gas_line,protected,perimeter,822,1,2021,2017,2021,4,veg,qa,diversity,exp_short,2025.6716964119687
gas_line,protected,perimeter,822,1,2021,2017,2021,4,veg,qa,diversity,exp_med,2310.953793656655
gas_line,protected,perimeter,822,1,2021,2017,2021,4,veg,qa,diversity,exp_tall,0
gas_line,protected,perimeter,822,1,2021,2017,2021,4,veg,qa,diversity,exp_sapl,0
gas_line,protected,perimeter,822,1,2021,2017,2021,4,veg,qa,diversity,suppressed,0
gas_line,protected,perimeter,822,1,2021,2017,2021,4,veg,qa,diversity,exposed,4336.625490068624
gas_line,protected,perimeter,822,1,2021,2017,2021,4,veg,qa,diversity,total,4336.625490068624
gas_line,protected,perimeter,822,1,2021,2017,2021,4,veg,qa,diversity,winners,770.317931218885
gas_line,protected,perimeter,822,1,2021,2017,2021,4,singl/unk,pb,diversity,sup_short,0
gas_line,protected,perimeter,822,1,2021,2017,2021,4,singl/unk,pb,diversity,sup_med,0
gas_line,protected,perimeter,822,1,2021,2017,2021,4,singl/unk,pb,diversity,sup_tall,0
gas_line,protected,perimeter,822,1,2021,2017,2021,4,singl/unk,pb,diversity,sup_sapl,0
gas_line,protected,perimeter,822,1,2021,2017,2021,4,singl/unk,pb,diversity,exp_short,0
gas_line,protected,perimeter,822,1,2021,2017,2021,4,singl/unk,pb,diversity,exp_med,770.317931218885
gas_line,protected,perimeter,822,1,2021,2017,2021,4,singl/unk,pb,diversity,exp_tall,0
gas_line,protected,perimeter,822,1,2021,2017,2021,4,singl/unk,pb,diversity,exp_sapl,0
gas_line,protected,perimeter,822,1,2021,2017,2021,4,singl/unk,pb,diversity,suppressed,0
gas_line,protected,perimeter,822,1,2021,2017,2021,4,singl/unk,pb,diversity,exposed,770.317931218885
gas_line,protected,perimeter,822,1,2021,2017,2021,4,singl/unk,pb,diversity,total,770.317931218885
gas_line,protected,perimeter,822,1,2021,2017,2021,4,singl/unk,pb,diversity,winners,770.317931218885
gas_line,protected,perimeter,823,1,2021,2017,2021,4,veg,bta,diversity,sup_short,0
gas_line,protected,perimeter,823,1,2021,2017,2021,4,veg,bta,diversity,sup_med,0
gas_line,protected,perimeter,823,1,2021,2017,2021,4,veg,bta,diversity,sup_tall,0
gas_line,protected,perimeter,823,1,2021,2017,2021,4,veg,bta,diversity,sup_sapl,0
gas_line,protected,perimeter,823,1,2021,2017,2021,4,veg,bta,diversity,exp_short,0
gas_line,protected,perimeter,823,1,2021,2017,2021,4,veg,bta,diversity,exp_med,2310.953793656655
gas_line,protected,perimeter,823,1,2021,2017,2021,4,veg,bta,diversity,exp_tall,385.1589656094425
gas_line,protected,perimeter,823,1,2021,2017,2021,4,veg,bta,diversity,exp_sapl,385.1589656094425
gas_line,protected,perimeter,823,1,2021,2017,2021,4,veg,bta,diversity,suppressed,0
gas_line,protected,perimeter,823,1,2021,2017,2021,4,veg,bta,diversity,exposed,3081.27172487554
gas_line,protected,perimeter,823,1,2021,2017,2021,4,veg,bta,diversity,total,3081.27172487554
gas_line,protected,perimeter,823,1,2021,2017,2021,4,veg,bta,diversity,winners,770.317931218885
gas_line,protected,perimeter,823,1,2021,2017,2021,4,veg,qa,diversity,sup_short,0
gas_line,protected,perimeter,823,1,2021,2017,2021,4,veg,qa,diversity,sup_med,0
gas_line,protected,perimeter,823,1,2021,2017,2021,4,veg,qa,diversity,sup_tall,0
gas_line,protected,perimeter,823,1,2021,2017,2021,4,veg,qa,diversity,sup_sapl,0
gas_line,protected,perimeter,823,1,2021,2017,2021,4,veg,qa,diversity,exp_short,0
gas_line,protected,perimeter,823,1,2021,2017,2021,4,veg,qa,diversity,exp_med,1155.4768968283274
gas_line,protected,perimeter,823,1,2021,2017,2021,4,veg,qa,diversity,exp_tall,0
gas_line,protected,perimeter,823,1,2021,2017,2021,4,veg,qa,diversity,exp_sapl,0
gas_line,protected,perimeter,823,1,2021,2017,2021,4,veg,qa,diversity,suppressed,0
gas_line,protected,perimeter,823,1,2021,2017,2021,4,veg,qa,diversity,exposed,1155.4768968283274
gas_line,protected,perimeter,823,1,2021,2017,2021,4,veg,qa,diversity,total,1155.4768968283274
gas_line,protected,perimeter,823,1,2021,2017,2021,4,veg,qa,diversity,winners,0
gas_line,protected,perimeter,824,1,2021,2017,2021,4,veg,qa,diversity,sup_short,0
gas_line,protected,perimeter,824,1,2021,2017,2021,4,veg,qa,diversity,sup_med,0
gas_line,protected,perimeter,824,1,2021,2017,2021,4,veg,qa,diversity,sup_tall,0
gas_line,protected,perimeter,824,1,2021,2017,2021,4,veg,qa,diversity,sup_sapl,0
gas_line,protected,perimeter,824,1,2021,2017,2021,4,veg,qa,diversity,exp_short,0
gas_line,protected,perimeter,824,1,2021,2017,2021,4,veg,qa,diversity,exp_med,0
gas_line,protected,perimeter,824,1,2021,2017,2021,4,veg,qa,diversity,exp_tall,385.1589656094425
gas_line,protected,perimeter,824,1,2021,2017,2021,4,veg,qa,diversity,exp_sapl,0
gas_line,protected,perimeter,824,1,2021,2017,2021,4,veg,qa,diversity,suppressed,0
gas_line,protected,perimeter,824,1,2021,2017,2021,4,veg,qa,diversity,exposed,385.1589656094425
gas_line,protected,perimeter,824,1,2021,2017,2021,4,veg,qa,diversity,total,385.1589656094425
gas_line,protected,perimeter,824,1,2021,2017,2021,4,veg,qa,diversity,winners,0
gas_line,protected,perimeter,824,1,2021,2017,2021,4,veg,bta,diversity,sup_short,0
gas_line,protected,perimeter,824,1,2021,2017,2021,4,veg,bta,diversity,sup_med,0
gas_line,protected,perimeter,824,1,2021,2017,2021,4,veg,bta,diversity,sup_tall,0
gas_line,protected,perimeter,824,1,2021,2017,2021,4,veg,bta,diversity,sup_sapl,0
